date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:53:01	4287/4287	---M-Z	200	added ('OK')	application/javascript	etag:%221c849440735d91:0%22	https://www.agrico.co.uk/dist/assets/plugins/gdpr.js	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/dist/assets/plugins/gdpr.js	(from https://www.agrico.co.uk/)
22:53:02	5347/5347	---M-Z	200	added ('OK')	application/x-javascript	etag:0x8DAD3C38AD62953	https://mktdplp102cdn.azureedge.net/public/latest/js/ws-tracking.js?v=1.72.2001.0	C:/Users/DELL/Desktop/websites/agrico/mktdplp102cdn.azureedge.net/public/latest/js/ws-trackinge75c.js	(from https://www.agrico.co.uk/)
22:53:02	13919/13919	---M-Z	200	added ('OK')	application/javascript	etag:%220ab9440735d91:0%22	https://www.agrico.co.uk/dist/assets/plugins/lazysizes.min.js	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/dist/assets/plugins/lazysizes.min.js	(from https://www.agrico.co.uk/)
22:53:04	188616/188616	---M--	200	added ('OK')	application/x-font-woff2	etag:%22c8bb8c40735d91:0%22	https://www.agrico.co.uk/dist/assets/fonts/agrico_tuberosum-webfont.woff2	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/dist/assets/fonts/agrico_tuberosum-webfont.woff2	(from https://www.agrico.co.uk/dist/assets/stylesheets/style.css?C02584523C7D7FFC0806082624F6EC6A)
22:53:05	286980/286980	---M--	200	added ('OK')	application/x-font-woff	etag:%22d8948c40735d91:0%22	https://www.agrico.co.uk/dist/assets/fonts/agrico_tuberosum-webfont.woff	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/dist/assets/fonts/agrico_tuberosum-webfont.woff	(from https://www.agrico.co.uk/dist/assets/stylesheets/style.css?C02584523C7D7FFC0806082624F6EC6A)
22:53:06	102914/102914	---M--	200	added ('OK')	image/jpeg	etag:%22cc2798a5ec44d81:0%22	https://www.agrico.co.uk/media/55rhrn0f/markies_com_tbr-agrico21.jpg?center=0.28020315947336427%2C0.47918781725888326&mode=crop&width=1920&height=440&rnd=132727396982600000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/55rhrn0f/markies_com_tbr-agrico210f2e.jpg	(from https://www.agrico.co.uk/why-agrico)
22:53:06	2075783/2075783	---M--	200	added ('OK')	image/jpeg	etag:%22cd8fdca9c649d81:0%22	https://www.agrico.co.uk/media/55rhrn0f/markies_com_tbr-agrico21.jpg	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/55rhrn0f/markies_com_tbr-agrico21.jpg	(from https://www.agrico.co.uk/why-agrico)
22:53:07	282088/282088	---M--	200	added ('OK')	image/png	etag:%224d7cf0a4ec44d81:0%22	https://www.agrico.co.uk/media/0rxlscpg/proefversie-uk-model.png?anchor=center&mode=crop&width=960&height=720&rnd=132634701251370000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/0rxlscpg/proefversie-uk-modele21d.png	(from https://www.agrico.co.uk/why-agrico)
22:53:08	226469/226469	---M--	200	added ('OK')	image/jpeg	etag:%228eee6992d7d81:0%22	https://www.agrico.co.uk/media/0jpfgt4x/agrico-uk-planting-ajallan-2b-04-20.jpg?anchor=center&mode=crop&width=960&height=720&rnd=133092659778200000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/0jpfgt4x/agrico-uk-planting-ajallan-2b-04-206125.jpg	(from https://www.agrico.co.uk/why-agrico)
22:53:09	875458/875458	---M--	200	added ('OK')	image/png	etag:%22aa9c6921e744d81:0%22	https://www.agrico.co.uk/media/t2vd4uhr/alex.png?anchor=center&mode=crop&width=540&height=540&rnd=132755024036800000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/t2vd4uhr/alex700d.png	(from https://www.agrico.co.uk/why-agrico)
22:53:09	118248/118248	---M--	200	added ('OK')	image/jpeg	etag:%22b6f64ae544d81:0%22	https://www.agrico.co.uk/media/tg4nkpay/img_7320.jpg?crop=0.34685483364063019,0.20744723572466195,0.12934362428763005,0.35255946893507667&cropmode=percentage&width=800&height=448&rnd=132604603225030000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/tg4nkpay/img_7320ddff.jpg	(from https://www.agrico.co.uk/why-agrico)
22:53:10	138972/138972	---M--	200	added ('OK')	image/jpeg	etag:%2218164b76e244d81:0%22	https://www.agrico.co.uk/media/qhvl1rbp/veld-keuren-door-de-nak.jpg?crop=0.24761284722222221,0.30034722222222221,0.221646663647343,0.30336654589371986&cropmode=percentage&width=800&height=448&rnd=132604603581830000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/qhvl1rbp/veld-keuren-door-de-nak987a.jpg	(from https://www.agrico.co.uk/why-agrico)
22:53:11	606236/606236	---M--	200	added ('OK')	image/png	etag:%22fab14ae544d81:0%22	https://www.agrico.co.uk/media/3phpfcym/img_9844.png?crop=0.16964285714285712,0.29629629629629628,0.41078141783029015,0.39042049568365356&cropmode=percentage&width=800&height=448&rnd=132604603837870000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/3phpfcym/img_9844d42a.png	(from https://www.agrico.co.uk/why-agrico)
22:53:11	116440/116440	---M--	200	added ('OK')	image/jpeg	etag:%22ca8f26d8ebd81:0%22	https://www.agrico.co.uk/media/vxrdmbfi/klaas-eissens_agrico-rassenshow-07-11-19-4.jpg?crop=0.13318452380952381,0.18348214285714287,0.1692708333333334,0.23058035714285705&cropmode=percentage&width=800&height=448&rnd=133114505431300000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/vxrdmbfi/klaas-eissens_agrico-rassenshow-07-11-19-4eddc.jpg	(from https://www.agrico.co.uk/why-agrico)
22:53:15	145077/145077	---M--	200	added ('OK')	image/jpeg	etag:%22c5c695a5ec44d81:0%22	https://www.agrico.co.uk/media/3w3cwj1d/img_0773c5a92fb80fc8d8d69cd4ebda7b3117f363a4aafc95747f502d9960f2b9794190.jpg?anchor=center&mode=crop&width=800&height=448&rnd=132745363748870000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/3w3cwj1d/img_0773c5a92fb80fc8d8d69cd4ebda7b3117f363a4aafc95747f502d9960f2b9794190c408.jpg	(from https://www.agrico.co.uk/why-agrico)
22:53:16	130405/130405	---M--	200	added ('OK')	image/jpeg	etag:%22cc2798a5ec44d81:0%22	https://www.agrico.co.uk/media/qindpeuk/markies.jpg?anchor=center&mode=crop&width=800&height=448&rnd=132633868272430000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/qindpeuk/markies0c04.jpg	(from https://www.agrico.co.uk/why-agrico)
22:53:17	973940/973940	---M--	200	added ('OK')	image/png	etag:%22846593a5ec44d81:0%22	https://www.agrico.co.uk/media/ep0phggp/research.png?center=0.58356269379507375,0.52225751116696961&mode=crop&width=800&height=448&rnd=132440384057930000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/ep0phggp/research1669.png	(from https://www.agrico.co.uk/why-agrico)
22:53:18	687518/687518	---M--	200	added ('OK')	image/png	etag:%22cc2798a5ec44d81:0%22	https://www.agrico.co.uk/media/jqvf4b5h/adam-young.png?anchor=center&mode=crop&width=540&height=540&rnd=132754867893100000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/jqvf4b5h/adam-young4221.png	(from https://www.agrico.co.uk/why-agrico)
22:53:19	263155/263155	---M--	200	added ('OK')	image/jpeg	etag:%22191c876bbd7d81:0%22	https://www.agrico.co.uk/media/f4ucotou/dji_0050.jpg?crop=0%2C0.38348708642520274%2C0.30963269857132286%2C0.37919915370868951&cropmode=percentage&width=1920&height=440&rnd=133092659793470000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/f4ucotou/dji_0050310b.jpg	(from https://www.agrico.co.uk/about-agrico-uk)
22:53:20	4979480/4979480	---M--	200	added ('OK')	image/jpeg	etag:%22f1bf7d64e64ed81:0%22	https://www.agrico.co.uk/media/f4ucotou/dji_0050.jpg	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/f4ucotou/dji_0050.jpg	(from https://www.agrico.co.uk/about-agrico-uk)
22:53:20	265782/265782	---M--	200	added ('OK')	image/jpeg	etag:%22d5f8e3fd44d81:0%22	https://www.agrico.co.uk/media/yfqpkxuj/pate-lifted-arsenal.jpg?anchor=center&mode=crop&width=960&height=720&rnd=132633869567670000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/yfqpkxuj/pate-lifted-arsenalba06.jpg	(from https://www.agrico.co.uk/about-agrico-uk)
22:53:21	66274/66274	---M--	200	added ('OK')	image/jpeg	etag:%22443e1e3fd44d81:0%22	https://www.agrico.co.uk/media/l4dfifz2/archie-gibson-agrico-uk.jpg?anchor=center&mode=crop&width=540&height=540&rnd=132703101293630000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/l4dfifz2/archie-gibson-agrico-uk2014.jpg	(from https://www.agrico.co.uk/about-agrico-uk)
22:53:21	1520389/1520389	---M--	200	added ('OK')	image/png	etag:%229288fe3fd44d81:0%22	https://www.agrico.co.uk/media/q1udbybr/assist-growers-small2.png?anchor=center&mode=crop&width=960&height=720&rnd=132727407340170000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/q1udbybr/assist-growers-small2a4ed.png	(from https://www.agrico.co.uk/about-agrico-uk)
22:53:22	108963/108963	---M--	200	added ('OK')	image/jpeg	etag:%221d8cf6feb45d81:0%22	https://www.agrico.co.uk/media/bjcjfk4q/img_0009.jpg?anchor=center&mode=crop&width=800&height=448&rnd=132633857337500000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/bjcjfk4q/img_00093501.jpg	(from https://www.agrico.co.uk/about-agrico-uk)
22:53:23	167778/167778	---M--	200	added ('OK')	image/jpeg	etag:%222f2d29ffb45d81:0%22	https://www.agrico.co.uk/media/4fygy13u/20-07-16_veld-fontane-teler-hendriks_0048.jpg?anchor=center&mode=crop&width=800&height=448&rnd=132436040759730000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/4fygy13u/20-07-16_veld-fontane-teler-hendriks_0048d5f7.jpg	(from https://www.agrico.co.uk/about-agrico-uk)
22:53:24	106118/106118	---M--	200	added ('OK')	image/jpeg	etag:%22d02684feb45d81:0%22	https://www.agrico.co.uk/media/qqzp30xi/agrico-fruitlogistica-809_0.jpeg?anchor=center&mode=crop&width=800&height=448&rnd=132754847222000000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/qqzp30xi/agrico-fruitlogistica-809_0ca81.jpg	(from https://www.agrico.co.uk/about-agrico-uk)
22:53:24	1637867/1637867	---M--	200	added ('OK')	image/png	etag:%2255ad2638bd7d81:0%22	https://www.agrico.co.uk/media/i1bhiri0/zoom-in-op-uk-site.png?crop=0.25584346206248826,0.26680900818092917,0.3790753154705514,0.17863723617305505&cropmode=percentage&width=960&height=720&rnd=133092659792200000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/i1bhiri0/zoom-in-op-uk-sited774.png	(from https://www.agrico.co.uk/about-agrico-uk)
22:53:24	98137/98137	---M--	200	added ('OK')	image/jpeg	etag:%222f2d29ffb45d81:0%22	https://www.agrico.co.uk/media/arths2ax/ev_people-agrico18.jpg?anchor=center&mode=crop&width=800&height=448&rnd=132671843234300000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/arths2ax/ev_people-agrico18de5f.jpg	(from https://www.agrico.co.uk/about-agrico-uk)
22:53:25	76261/76261	---M--	200	added ('OK')	image/jpeg	etag:%2269b2fdfeb45d81:0%22	https://www.agrico.co.uk/media/bmbfx5tk/img_7395.jpg?anchor=center&mode=crop&width=800&height=448&rnd=132592407947300000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/bmbfx5tk/img_7395ac56.jpg	(from https://www.agrico.co.uk/about-agrico-uk)
22:53:26	69337/69337	---M--	200	added ('OK')	image/jpeg	etag:%222f2d29ffb45d81:0%22	https://www.agrico.co.uk/media/lmzjpdqb/img_7292.jpg?center=0.47790033840510449,0.3788759439608036&mode=crop&width=960&height=720&rnd=132436019172670000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/lmzjpdqb/img_729271d9.jpg	(from https://www.agrico.co.uk/about-agrico-uk)
22:53:28	1544190/1544190	---M--	200	added ('OK')	image/jpeg	etag:%22b02cc7fa54cd81:0%22	https://www.agrico.co.uk/media/v0bjy1h3/arsenal_com_fld-agrico18-1.jpg	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/v0bjy1h3/arsenal_com_fld-agrico18-1.jpg	(from https://www.agrico.co.uk/uk-varieties)
22:53:28	22030/22030	---M-Z	200	added ('OK')	application/javascript	etag:%22f514ad40735d91:0%22	https://www.agrico.co.uk/dist/vue-product-overview/js/app.js	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/dist/vue-product-overview/js/app.js	(from https://www.agrico.co.uk/uk-varieties)
22:53:28	427169/427169	---M--	200	added ('OK')	image/jpeg	etag:%223817f5a4e46d81:0%22	https://www.agrico.co.uk/media/v0bjy1h3/arsenal_com_fld-agrico18-1.jpg?anchor=center&mode=crop&width=1920&height=440&rnd=132739490544170000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/v0bjy1h3/arsenal_com_fld-agrico18-132be.jpg	(from https://www.agrico.co.uk/uk-varieties)
22:53:29	184293/184293	---MCZ	200	added ('OK')	application/javascript	etag:%221b8aad40735d91:0%22	https://www.agrico.co.uk/dist/vue-product-overview/js/chunk-vendors.js	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/dist/vue-product-overview/js/chunk-vendors.js	(from https://www.agrico.co.uk/uk-varieties)
22:53:31	157063/157063	---M--	200	added ('OK')	image/jpeg	etag:%2250e2678de46d81:0%22	https://www.agrico.co.uk/media/xhrlybm4/klaas-eissens_afgrico-rs-14-06-19-8.jpg?anchor=center&mode=crop&width=1920&height=440&rnd=132436019170630000	C:/Users/DELL/Desktop/websites/agrico/www.agrico.co.uk/media/xhrlybm4/klaas-eissens_afgrico-rs-14-06-19-83135.jpg	(from https://www.agrico.co.uk/research)
